                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.94153,                 1.6382,                0.93399,                0.96643,                0.95967,                0.97901,                0.72978,                0.84155,                 1.0422,                0.86942,             0.00066395,             0.00066395,             0.00066395
